#{"t_start": 1611073780.5264723}
r,l,t
#{"t_start": 1611073809.3083951}
r,l,t
#{"t_start": 1611073855.9101071}
r,l,t
-265917.25,32.0,41.099305629730225
-273345.53,32.0,94.88661932945251
-273719.28,32.0,134.6762866973877
