#{"t_start": 1611072861.059411, "env_id": "burger-v106"}
r,l,t
-0.17174,32,206.163935
-0.18473,32,206.340433
-0.090642,32,206.516331
-0.218751,32,206.692706
-0.072132,32,206.868731
-0.154446,32,207.045388
-0.557964,32,207.221354
-0.069691,32,207.398531
-0.093233,32,207.57467
-0.149885,32,207.751193
-0.163164,32,207.927914
-0.23186,32,208.104786
-0.186192,32,208.281272
-0.122974,32,208.458183
-0.109703,32,208.635124
-0.185862,32,208.811359
-0.109686,32,208.98769
-0.063052,32,209.163824
-0.346385,32,209.34002
-0.055781,32,209.516226
-0.150127,32,209.693153
-0.126378,32,209.871005
-0.094908,32,210.048077
-0.200682,32,210.225202
-0.100228,32,210.401347
-0.123659,32,210.577073
-0.199355,32,210.752922
-0.223784,32,210.929028
-0.071579,32,211.104898
-0.099995,32,211.280965
-0.063468,32,211.456687
-0.117133,32,211.631996
-0.048212,32,211.808203
-0.054817,32,211.984878
-0.198192,32,212.160836
-0.095574,32,212.339329
-0.012061,32,213.934831
-0.084976,32,214.112152
-0.145231,32,214.289574
-0.044206,32,214.465857
-0.043688,32,214.643308
-0.246447,32,214.82066
-0.117042,32,214.997763
-0.033856,32,215.174497
-0.086611,32,215.351157
-0.142016,32,215.528537
-0.234732,32,215.705164
-0.187271,32,215.881343
-0.051353,32,216.058908
-0.15437,32,216.236655
-0.096841,32,216.413205
-0.214664,32,216.589121
-0.064341,32,216.764875
-0.03215,32,216.940619
-0.016055,32,217.117123
-0.009059,32,217.294597
-0.052977,32,217.470473
-0.190721,32,217.646309
-0.12047,32,217.82152
-0.241178,32,217.99832
-0.102812,32,218.174603
-0.063811,32,218.352039
-0.071347,32,218.528249
-0.155539,32,218.704667
-0.161694,32,218.880762
-0.127112,32,219.05842
-0.140774,32,219.234887
-0.12211,32,219.410564
-0.086266,32,219.586652
-0.051832,32,219.763066
-0.127574,32,219.939892
-0.195863,32,220.11659
-0.085937,32,220.292494
-0.007576,32,220.468746
-0.087696,32,220.644678
-0.056176,32,220.821044
-0.225492,32,220.997322
-0.121994,32,221.173848
-0.269452,32,221.349863
-0.060166,32,221.525908
-0.19126,32,221.701827
-0.158362,32,221.878036
-0.049365,32,222.054565
-0.124758,32,222.230583
-0.024473,32,222.406364
-0.189539,32,222.582281
-0.123156,32,222.758106
-0.205799,32,222.934014
-0.124577,32,223.110304
-0.144069,32,223.286368
-0.354975,32,223.462088
-0.125178,32,223.637803
-0.23689,32,223.813895
-0.290854,32,223.990117
-0.058911,32,224.166059
-0.086779,32,224.342243
-0.056173,32,224.517993
-0.036435,32,224.694074
-0.096431,32,224.870258
-0.128015,32,225.046604
-0.089383,32,226.673049
-0.124975,32,226.849124
-0.107091,32,227.025964
-0.197895,32,227.202135
-0.144259,32,227.379885
-0.015031,32,227.555663
-0.177305,32,227.731591
-0.018068,32,227.907723
-0.160351,32,228.084313
-0.064602,32,228.260294
-0.020132,32,228.43671
-0.305782,32,228.612676
-0.298529,32,228.788635
-0.105791,32,228.96452
-0.068469,32,229.140865
-0.128922,32,229.317563
-0.408183,32,229.494096
-0.228047,32,229.670648
-0.038432,32,229.847373
-0.101582,32,230.024576
-0.032373,32,230.201048
-0.173645,32,230.377658
-0.148553,32,230.553616
-0.067435,32,230.729928
-0.171304,32,230.906
-0.014528,32,231.082235
-0.086192,32,231.258682
-0.138464,32,231.434663
-0.004698,32,231.610423
-0.037112,32,231.786022
-0.036068,32,231.962527
-0.056415,32,232.139396
-0.284698,32,232.316734
-0.203853,32,232.492874
-0.187255,32,232.669365
-0.246513,32,232.846023
-0.208455,32,233.023264
-0.103327,32,233.199736
-0.159093,32,233.37583
-0.122445,32,233.551839
-0.094758,32,233.728237
-0.04003,32,233.904603
-0.074052,32,234.081459
-0.251757,32,234.2571
-0.018696,32,234.433016
-0.091367,32,234.609302
-0.127757,32,234.787265
-0.058442,32,234.965048
-0.157611,32,235.142138
-0.080672,32,235.320565
-0.155216,32,235.497972
-0.074484,32,235.674765
-0.109048,32,235.851106
-0.151468,32,236.027944
-0.171411,32,236.204706
-0.193951,32,236.385259
-0.42141,32,236.562487
-0.159864,32,236.738885
-0.101415,32,236.915506
-0.199784,32,237.092172
-0.312668,32,237.268306
-0.10746,32,237.444595
-0.083962,32,237.619924
-0.075164,32,237.795248
-0.186629,32,239.369161
-0.100613,32,239.543275
-0.180479,32,239.719144
-0.254678,32,239.89447
-0.07292,32,240.069022
-0.3031,32,240.242981
-0.171492,32,240.416899
-0.038081,32,240.590906
-0.022983,32,240.765185
-0.017122,32,240.94002
-0.227951,32,241.115276
-0.102853,32,241.286179
-0.172214,32,241.456981
-0.280407,32,241.628155
-0.108451,32,241.799686
-0.150853,32,241.971013
-0.205163,32,242.149777
-0.105478,32,242.329496
-0.152975,32,242.508398
-0.166218,32,242.687732
-0.223542,32,242.866498
-0.214942,32,243.046043
-0.185278,32,243.224246
-0.094426,32,243.404998
-0.148543,32,243.583408
-0.195673,32,243.762118
-0.125353,32,243.940438
-0.158161,32,244.118934
-0.282764,32,244.297655
-0.089918,32,244.476276
-0.305516,32,244.655162
-0.103584,32,244.833524
-0.016366,32,245.013406
-0.160025,32,245.191941
-0.078639,32,245.370369
-0.074624,32,245.548524
-0.225866,32,245.726511
-0.039544,32,245.904291
-0.181436,32,246.082931
-0.123219,32,246.261839
-0.086987,32,246.440144
-0.097553,32,246.61869
-0.059907,32,246.797009
-0.013397,32,246.97579
-0.048966,32,247.154064
-0.148346,32,247.332634
-0.109296,32,247.511112
-0.078097,32,247.689713
-0.127115,32,247.868094
-0.008369,32,248.047249
-0.102255,32,248.225833
-0.289739,32,248.404638
-0.05256,32,248.582274
-0.14299,32,248.760628
-0.081316,32,248.939118
-0.07249,32,249.117949
-0.153833,32,249.296654
-0.138629,32,249.475274
-0.156543,32,249.653689
-0.110124,32,249.832286
-0.076378,32,250.012394
-0.137563,32,250.191408
-0.224716,32,250.369574
-0.20638,32,250.54823
-0.223219,32,252.127006
-0.148083,32,252.305943
-0.090579,32,252.48494
-0.138214,32,252.663488
-0.033184,32,252.842223
-0.349499,32,253.021724
-0.144964,32,253.200183
-0.242392,32,253.379698
-0.076012,32,253.558119
-0.092434,32,253.736342
-0.072533,32,253.915169
-0.111767,32,254.094559
-0.088193,32,254.272697
-0.104863,32,254.452219
-0.151558,32,254.631181
-0.178611,32,254.809911
-0.163618,32,254.988914
-0.035349,32,255.167582
-0.092716,32,255.346028
-0.065938,32,255.524709
-0.014603,32,255.703578
-0.427715,32,255.881845
-0.036054,32,256.060983
-0.074321,32,256.240376
-0.007389,32,256.418827
-0.046125,32,256.597847
-0.124536,32,256.776235
-0.319281,32,256.954395
-0.071052,32,257.133247
-0.15998,32,257.31185
-0.046326,32,257.490419
-0.267502,32,257.667216
-0.104607,32,257.845829
-0.075303,32,258.024595
-0.104947,32,258.203292
-0.158199,32,258.382019
-0.042257,32,258.560788
-0.027743,32,258.738583
-0.25356,32,258.916572
-0.062739,32,259.095485
-0.237004,32,259.274396
-0.066314,32,259.452477
-0.131408,32,259.631476
-0.162537,32,259.810915
-0.077868,32,259.99156
-0.20737,32,260.171316
-0.03411,32,260.349715
-0.216088,32,260.528123
-0.166765,32,260.707556
-0.06274,32,260.88649
-0.189423,32,261.065385
-0.03548,32,261.243355
-0.175734,32,261.421139
-0.120364,32,261.599131
-0.11733,32,261.778709
-0.074399,32,261.958421
-0.227555,32,262.137747
-0.124731,32,262.317008
-0.070405,32,262.495214
-0.169196,32,262.674185
-0.055713,32,262.852735
-0.134563,32,263.034096
-0.015422,32,263.211799
-0.012341,32,263.390245
-0.187222,32,264.967824
-0.246764,32,265.144126
-0.358812,32,265.319152
-0.292514,32,265.492586
-0.154499,32,265.666361
-0.200551,32,265.84069
-0.047406,32,266.015913
-0.023224,32,266.190446
-0.232751,32,266.365277
-0.110893,32,266.53898
-0.094425,32,266.713055
-0.040689,32,266.887141
-0.055822,32,267.062107
-0.047163,32,267.236904
-0.031817,32,267.411339
-0.245719,32,267.586403
-0.091522,32,267.76088
-0.058664,32,267.935089
-0.052633,32,268.112238
-0.150914,32,268.28647
-0.194544,32,268.460367
-0.114263,32,268.634404
-0.145234,32,268.809067
-0.083127,32,268.983496
-0.122389,32,269.158378
-0.121478,32,269.332605
-0.08543,32,269.506937
-0.146782,32,269.681117
-0.080745,32,269.855255
-0.041338,32,270.031006
-0.127848,32,270.205252
-0.0971,32,270.379573
-0.057765,32,270.554045
-0.086636,32,270.728124
-0.070834,32,270.902328
-0.198511,32,271.076786
-0.003015,32,271.25077
-0.226707,32,271.425215
-0.147687,32,271.599049
-0.018172,32,271.772793
-0.069688,32,271.947177
-0.311835,32,272.121386
-0.172224,32,272.296155
-0.151155,32,272.470988
-0.186562,32,272.644721
-0.217979,32,272.819416
-0.082113,32,272.993521
-0.092958,32,273.168085
-0.108649,32,273.342208
-0.028482,32,273.516279
-0.039062,32,273.690629
-0.139622,32,273.865474
-0.051554,32,274.039969
-0.147438,32,274.214635
-0.134463,32,274.39105
-0.157049,32,274.565284
-0.045507,32,274.740596
-0.217184,32,274.914687
-0.034361,32,275.089781
-0.111463,32,275.263573
-0.054479,32,275.437386
-0.068714,32,275.611206
-0.10354,32,275.784591
-0.203662,32,275.958756
-0.015003,32,277.520353
-0.293126,32,277.693804
-0.023363,32,277.866543
-0.077137,32,278.039958
-0.083836,32,278.2132
-0.064964,32,278.384991
-0.240386,32,278.555215
-0.122886,32,278.725647
-0.132057,32,278.896377
-0.054167,32,279.067645
-0.118613,32,279.23779
-0.197848,32,279.408562
-0.00717,32,279.578671
-0.068214,32,279.749191
-0.302801,32,279.919475
-0.181675,32,280.092269
-0.111362,32,280.266256
-0.174238,32,280.438179
-0.072221,32,280.608503
-0.097249,32,280.779277
-0.120808,32,280.949755
-0.163645,32,281.120967
-0.294355,32,281.292377
-0.176317,32,281.46331
-0.037765,32,281.634008
-0.09597,32,281.804455
-0.076087,32,281.975057
-0.213087,32,282.145174
-0.182014,32,282.31529
-0.105446,32,282.485641
-0.108129,32,282.65598
-0.054177,32,282.826206
-0.056787,32,282.996793
-0.124514,32,283.167648
-0.035603,32,283.33827
-0.111632,32,283.508978
-0.215054,32,283.681771
-0.161077,32,283.853666
-0.117179,32,284.024876
-0.023701,32,284.196256
-0.065588,32,284.367393
-0.202307,32,284.538151
-0.158143,32,284.709354
-0.532421,32,284.881212
-0.177165,32,285.05389
-0.132304,32,285.22496
-0.096584,32,285.395984
-0.135996,32,285.566374
-0.076213,32,285.737171
-0.092704,32,285.908297
-0.070046,32,286.080581
-0.053479,32,286.254213
-0.14949,32,286.425349
-0.027577,32,286.597147
-0.120509,32,286.768782
-0.223689,32,286.938955
-0.223379,32,287.110063
-0.061844,32,287.280337
-0.084327,32,287.451552
-0.051343,32,287.621913
-0.141138,32,287.792166
-0.042791,32,287.962345
-0.083177,32,288.133786
-0.056556,32,288.304201
-0.1262,32,289.857471
-0.028894,32,290.027996
-0.171356,32,290.199179
-0.147363,32,290.370187
-0.04359,32,290.540812
-0.216237,32,290.7112
-0.178978,32,290.881707
-0.081821,32,291.052737
-0.316459,32,291.223206
-0.208895,32,291.394176
-0.118844,32,291.564953
-0.199787,32,291.73577
-0.176272,32,291.905456
-0.288112,32,292.076854
-0.088273,32,292.247478
-0.111957,32,292.418327
-0.05011,32,292.58879
-0.11025,32,292.758792
-0.101323,32,292.928694
-0.127393,32,293.099531
-0.106685,32,293.269978
-0.106388,32,293.440228
-0.197874,32,293.61152
-0.223278,32,293.781791
-0.076632,32,293.952762
-0.188548,32,294.124305
-0.037236,32,294.295036
-0.166785,32,294.465949
-0.045342,32,294.636583
-0.08783,32,294.807424
-0.147414,32,294.97854
-0.113714,32,295.150288
-0.06238,32,295.321687
-0.055936,32,295.491897
-0.214771,32,295.662848
-0.146386,32,295.833394
-0.090754,32,296.003958
-0.14626,32,296.175241
-0.104799,32,296.345948
-0.072403,32,296.516512
-0.068075,32,296.687481
-0.152617,32,296.85849
-0.270323,32,297.029988
-0.032652,32,297.201161
-0.06266,32,297.371888
-0.104675,32,297.543176
-0.036002,32,297.714386
-0.07312,32,297.885505
-0.038811,32,298.056957
-0.222029,32,298.22787
-0.084961,32,298.398946
-0.049937,32,298.570611
-0.140478,32,298.741307
-0.131122,32,298.912807
-0.200727,32,299.083757
-0.063369,32,299.254675
-0.118348,32,299.425595
-0.044851,32,299.59668
-0.181131,32,299.767927
-0.091341,32,299.938306
-0.123637,32,300.11025
-0.413054,32,300.283613
-0.113197,32,300.456706
-0.094981,32,300.628671
-0.055088,32,302.222091
-0.046061,32,302.394639
-0.09189,32,302.565465
-0.08724,32,302.735873
-0.201188,32,302.906626
-0.07544,32,303.077497
-0.117149,32,303.248169
-0.101851,32,303.418596
-0.049763,32,303.589148
-0.084141,32,303.760074
-0.161553,32,303.931292
-0.084203,32,304.102466
-0.435743,32,304.273173
-0.143812,32,304.444246
-0.061159,32,304.61533
-0.092714,32,304.786601
-0.08421,32,304.957291
-0.045083,32,305.130013
-0.221605,32,305.301292
-0.191493,32,305.471947
-0.09086,32,305.642744
-0.267668,32,305.813292
-0.10226,32,305.984594
-0.107983,32,306.155933
-0.044499,32,306.326849
-0.143105,32,306.497473
-0.093509,32,306.668422
-0.129579,32,306.839468
-0.074133,32,307.011128
-0.044674,32,307.183023
-0.119039,32,307.354018
-0.186673,32,307.524952
-0.179003,32,307.695599
-0.076806,32,307.866826
-0.082733,32,308.038128
-0.089093,32,308.209342
-0.06231,32,308.380536
-0.072539,32,308.551886
-0.116633,32,308.723014
-0.095757,32,308.893835
-0.080829,32,309.066821
-0.068993,32,309.237601
-0.066477,32,309.408918
-0.117997,32,309.579967
-0.294681,32,309.750945
-0.097226,32,309.92257
-0.260141,32,310.094816
-0.118407,32,310.269363
-0.063125,32,310.442262
-0.163442,32,310.613875
-0.053532,32,310.785962
-0.086586,32,310.956962
-0.131718,32,311.128007
-0.027673,32,311.299327
-0.273401,32,311.474235
-0.006823,32,311.647671
-0.072277,32,311.82097
-0.060926,32,311.994525
-0.11369,32,312.168525
-0.105618,32,312.34166
-0.091489,32,312.514131
-0.04306,32,312.686058
-0.130349,32,312.858027
-0.235435,32,313.029886
-0.233408,32,314.585739
-0.149869,32,314.757419
-0.166517,32,314.928233
-0.098712,32,315.099791
-0.08635,32,315.270556
-0.082957,32,315.441454
-0.060188,32,315.611892
-0.052327,32,315.782385
-0.072586,32,315.953477
-0.133519,32,316.125496
-0.197807,32,316.296602
-0.074144,32,316.467541
-0.146794,32,316.638239
-0.346815,32,316.808161
-0.021328,32,316.979653
-0.138238,32,317.153255
-0.223549,32,317.32608
-0.187449,32,317.498196
-0.208264,32,317.669026
-0.097215,32,317.839725
-0.206686,32,318.011072
-0.043838,32,318.181978
-0.120087,32,318.361858
-0.204487,32,318.534214
-0.009567,32,318.705408
-0.12022,32,318.873575
-0.261664,32,319.041965
-0.032546,32,319.212889
-0.200115,32,319.383465
-0.154735,32,319.554462
-0.038223,32,319.725448
-0.059338,32,319.896442
-0.218025,32,320.067609
-0.109241,32,320.238947
-0.122143,32,320.409969
-0.019854,32,320.57796
-0.226976,32,320.7459
-0.190545,32,320.913705
-0.173516,32,321.081641
-0.131467,32,321.252081
-0.113754,32,321.424812
-0.067875,32,321.597618
-0.063182,32,321.771059
-0.2341,32,321.947944
-0.077916,32,322.1313
-0.197122,32,322.309994
-0.074301,32,322.490568
-0.137932,32,322.688196
-0.01362,32,322.870259
-0.12711,32,323.052438
-0.081462,32,323.229239
-0.066684,32,323.404739
-0.218488,32,323.58023
-0.162048,32,323.7562
-0.083957,32,323.942764
-0.0823,32,324.120802
-0.180453,32,324.296744
-0.078046,32,324.4722
-0.054343,32,324.649299
-0.035673,32,324.826186
-0.010772,32,325.0031
-0.060974,32,325.180106
-0.03982,32,325.355504
-0.128564,32,325.529893
-0.08918,32,326.847456
-0.217575,32,327.023891
-0.069969,32,327.199577
-0.03596,32,327.375735
-0.09645,32,327.551914
-0.042235,32,327.727827
-0.141493,32,327.903456
-0.091583,32,328.079458
-0.060764,32,328.255661
-0.060219,32,328.431198
-0.107251,32,328.607722
-0.098895,32,328.784153
-0.186229,32,328.959766
-0.235267,32,329.136406
-0.097454,32,329.312103
-0.021168,32,329.488443
-0.084252,32,329.663551
-0.263515,32,329.838531
-0.046128,32,330.015253
-0.114629,32,330.191026
-0.14727,32,330.366502
-0.057192,32,330.541302
-0.289686,32,330.715913
-0.136644,32,330.889999
-0.161171,32,331.064696
-0.105158,32,331.240833
-0.035214,32,331.417667
-0.210377,32,331.59308
-0.244958,32,331.767546
-0.179183,32,331.943903
-0.161912,32,332.118966
-0.192852,32,332.294523
-0.31942,32,332.470346
-0.138208,32,332.646249
-0.137997,32,332.822756
-0.090722,32,332.998662
-0.069352,32,333.174704
-0.133501,32,333.350416
-0.090538,32,333.527472
-0.088227,32,333.70412
-0.203543,32,333.880382
-0.079985,32,334.056866
-0.152818,32,334.241596
-0.072767,32,334.417579
-0.07791,32,334.594419
-0.121831,32,334.770996
-0.053067,32,334.947621
-0.200483,32,335.13041
-0.06607,32,335.334682
-0.118922,32,335.518558
-0.157796,32,335.714022
-0.024146,32,335.890879
-0.090603,32,336.072883
-0.043125,32,336.250713
-0.195258,32,336.42691
-0.186269,32,336.603769
-0.086099,32,336.780186
-0.18182,32,336.960527
-0.145258,32,337.141734
-0.089066,32,337.323274
-0.11646,32,337.503984
-0.113726,32,337.684498
-0.075321,32,337.865156
-0.119611,32,338.045799
-0.125007,32,339.564697
-0.096874,32,339.739427
-0.070485,32,339.914636
-0.093818,32,340.089576
-0.056956,32,340.264862
-0.169506,32,340.43872
-0.119717,32,340.611584
-0.041304,32,340.784863
-0.060908,32,340.957895
-0.051874,32,341.137231
-0.040103,32,341.348578
-0.08821,32,341.538804
-0.048612,32,341.728056
-0.076313,32,341.906247
-0.015795,32,342.083686
-0.101976,32,342.259696
-0.117023,32,342.435105
-0.034727,32,342.609975
-0.053745,32,342.785215
-0.0422,32,342.960426
-0.054049,32,343.135649
-0.209224,32,343.312948
-0.049729,32,343.491013
-0.105653,32,343.671199
-0.025742,32,343.846314
-0.103616,32,344.022618
-0.123804,32,344.203203
-0.060817,32,344.386143
-0.235916,32,344.565469
-0.044492,32,344.741006
-0.292702,32,344.916008
-0.185079,32,345.091337
-0.131257,32,345.268232
-0.146539,32,345.447233
-0.02037,32,345.622353
-0.176463,32,345.796669
-0.153373,32,345.971215
-0.096679,32,346.145664
-0.076578,32,346.319731
-0.222645,32,346.493483
-0.189301,32,346.667675
-0.192583,32,346.842484
-0.095271,32,347.017458
-0.067947,32,347.191798
-0.378887,32,347.367352
-0.108477,32,347.541926
-0.084073,32,347.716148
-0.1782,32,347.890259
-0.209271,32,348.064277
-0.097602,32,348.238432
-0.191431,32,348.416799
-0.046461,32,348.592447
-0.138603,32,348.76686
-0.150667,32,348.940573
-0.102394,32,349.114821
-0.235499,32,349.288981
-0.241368,32,349.4632
-0.09737,32,349.637342
-0.212473,32,349.811368
-0.080717,32,349.985191
-0.115088,32,350.160288
-0.11665,32,350.334796
-0.253417,32,350.508969
-0.062413,32,350.683127
-0.211415,32,352.240555
-0.041395,32,352.411736
-0.142615,32,352.584062
-0.090556,32,352.757085
-0.31885,32,352.930012
-0.175869,32,353.101188
-0.126587,32,353.271786
-0.076513,32,353.442634
-0.153913,32,353.613011
-0.11109,32,353.783449
-0.070618,32,353.954577
-0.089026,32,354.125249
-0.175271,32,354.296097
-0.188562,32,354.466688
-0.098337,32,354.637813
-0.021064,32,354.808252
-0.114798,32,354.979398
-0.066685,32,355.150168
-0.119581,32,355.321199
-0.041597,32,355.492245
-0.068873,32,355.663807
-0.20862,32,355.835471
-0.153627,32,356.006326
-0.165826,32,356.177729
-0.064731,32,356.348481
-0.050045,32,356.519141
-0.037697,32,356.690044
-0.411286,32,356.860363
-0.068251,32,357.030731
-0.018053,32,357.201446
-0.084778,32,357.371529
-0.094954,32,357.542459
-0.094015,32,357.713649
-0.126041,32,357.884148
-0.06589,32,358.055138
-0.063615,32,358.225897
-0.211556,32,358.396706
-0.108474,32,358.567725
-0.192442,32,358.738828
-0.16179,32,358.909676
-0.066581,32,359.080451
-0.065666,32,359.251536
-0.064731,32,359.422527
-0.063989,32,359.593486
-0.008365,32,359.764761
-0.0755,32,359.935922
-0.248517,32,360.108587
-0.067346,32,360.280229
-0.108616,32,360.451587
-0.321429,32,360.622742
-0.132318,32,360.794048
-0.136426,32,360.965408
-0.110962,32,361.136063
-0.109445,32,361.306768
-0.122829,32,361.477659
-0.052833,32,361.648174
-0.150133,32,361.818788
-0.309265,32,361.989652
-0.156461,32,362.160564
-0.067001,32,362.331668
-0.098415,32,362.503021
-0.017563,32,362.674042
-0.202349,32,362.844556
-0.009498,32,363.015134
-0.025575,32,364.515514
-0.119998,32,364.686144
-0.071409,32,364.867702
-0.128203,32,365.039455
-0.149579,32,365.210458
-0.118545,32,365.381453
-0.058103,32,365.551753
-0.168857,32,365.722746
-0.072565,32,365.894205
-0.171686,32,366.065164
-0.129234,32,366.237074
-0.185114,32,366.408864
-0.167478,32,366.579808
-0.249738,32,366.750559
-0.150228,32,366.922061
-0.113238,32,367.094048
-0.134484,32,367.2666
-0.074022,32,367.437636
-0.053009,32,367.608706
-0.261216,32,367.779415
-0.072052,32,367.950333
-0.317166,32,368.120797
-0.052501,32,368.291866
-0.211389,32,368.463147
-0.22784,32,368.633722
-0.045745,32,368.804423
-0.059688,32,368.975336
-0.022507,32,369.145801
-0.17628,32,369.316694
-0.033657,32,369.48801
-0.175939,32,369.659213
-0.353265,32,369.829965
-0.06014,32,370.001084
-0.127876,32,370.171667
-0.071813,32,370.344481
-0.067038,32,370.514691
-0.11577,32,370.685625
-0.209951,32,370.856276
-0.187347,32,371.026859
-0.107964,32,371.197907
-0.110505,32,371.368559
-0.034296,32,371.539321
-0.072013,32,371.710779
-0.182711,32,371.881834
-0.174589,32,372.053818
-0.206866,32,372.226713
-0.013592,32,372.399078
-0.1142,32,372.57232
-0.119929,32,372.745415
-0.166448,32,372.918313
-0.105823,32,373.091108
-0.076093,32,373.264307
-0.163176,32,373.436875
-0.132561,32,373.610008
-0.313727,32,373.78357
-0.097408,32,373.957102
-0.143651,32,374.130473
-0.052726,32,374.303924
-0.116886,32,374.477135
-0.148947,32,374.650415
-0.011782,32,374.823616
-0.177373,32,374.997142
-0.016355,32,375.170677
-0.025716,32,375.344432
-0.118038,32,376.848841
-0.144446,32,377.020594
-0.126408,32,377.192627
-0.250189,32,377.364197
-0.014483,32,377.536155
-0.217483,32,377.70727
-0.120253,32,377.879056
-0.008898,32,378.050205
-0.175751,32,378.221044
-0.034038,32,378.392095
-0.05359,32,378.563011
-0.089457,32,378.734197
-0.210421,32,378.915009
-0.227337,32,379.088082
-0.262926,32,379.25979
-0.130822,32,379.438465
-0.122076,32,379.610684
-0.075094,32,379.781866
-0.031446,32,379.952669
-0.061014,32,380.124173
-0.243321,32,380.295886
-0.270464,32,380.467288
-0.353195,32,380.63812
-0.098647,32,380.809577
-0.137501,32,380.983414
-0.082707,32,381.156758
-0.09925,32,381.328348
-0.128265,32,381.500323
-0.202219,32,381.67115
-0.229098,32,381.843264
-0.372195,32,382.014516
-0.066128,32,382.18828
-0.063526,32,382.360957
-0.067091,32,382.532568
-0.267481,32,382.703768
-0.159651,32,382.875309
-0.255339,32,383.046784
-0.058763,32,383.217929
-0.051835,32,383.389338
-0.097259,32,383.560729
-0.126774,32,383.731934
-0.065362,32,383.902885
-0.267397,32,384.07404
-0.108736,32,384.245045
-0.155544,32,384.416131
-0.050097,32,384.587214
-0.074449,32,384.758228
-0.067802,32,384.92946
-0.08349,32,385.100804
-0.050138,32,385.271887
-0.082959,32,385.442884
-0.166295,32,385.613998
-0.031797,32,385.785031
-0.029382,32,385.956122
-0.053789,32,386.128499
-0.085677,32,386.300206
-0.070781,32,386.472601
-0.142323,32,386.644698
-0.032187,32,386.815872
-0.170539,32,386.987129
-0.166252,32,387.159794
-0.071367,32,387.333764
-0.121757,32,387.507459
-0.072619,32,387.681329
-0.06949,32,389.209165
-0.032532,32,389.392472
-0.057114,32,389.564972
-0.185635,32,389.737605
-0.060241,32,389.909685
-0.099385,32,390.081848
-0.112504,32,390.255029
-0.058966,32,390.427886
-0.095943,32,390.596822
-0.246854,32,390.766588
-0.197381,32,390.934803
-0.136971,32,391.103482
-0.156951,32,391.274819
-0.159151,32,391.446184
-0.038278,32,391.617366
-0.155772,32,391.788163
-0.153454,32,391.960165
-0.072391,32,392.131384
-0.051101,32,392.302887
-0.045361,32,392.474766
-0.142388,32,392.643148
-0.231314,32,392.81436
-0.228977,32,392.98227
-0.180034,32,393.152512
-0.027433,32,393.324063
-0.162555,32,393.505021
-0.049643,32,393.677494
-0.139527,32,393.849739
-0.077622,32,394.021663
-0.18064,32,394.19275
-0.040943,32,394.364051
-0.088866,32,394.531731
-0.142684,32,394.699083
-0.082077,32,394.866281
-0.267565,32,395.033568
-0.278188,32,395.201521
-0.063972,32,395.369426
-0.118149,32,395.536793
-0.110715,32,395.704512
-0.321017,32,395.872207
-0.192648,32,396.040273
-0.162993,32,396.207658
-0.039147,32,396.375434
-0.126047,32,396.544137
-0.192027,32,396.711981
-0.081569,32,396.881269
-0.071699,32,397.049497
-0.061563,32,397.217322
-0.151892,32,397.386441
-0.08254,32,397.558158
-0.055907,32,397.729532
-0.267607,32,397.900809
-0.133589,32,398.071806
-0.109072,32,398.243751
-0.14641,32,398.416685
-0.155876,32,398.588783
-0.300227,32,398.760681
-0.240261,32,398.932244
-0.072485,32,399.103151
-0.130219,32,399.274258
-0.040502,32,399.445687
-0.061652,32,399.617073
-0.108021,32,399.78795
-0.254134,32,399.960332
-0.038906,32,401.546458
-0.04067,32,401.726342
-0.126638,32,401.90551
-0.172824,32,402.084867
-0.039242,32,402.264598
-0.052093,32,402.443824
-0.105456,32,402.622947
-0.05681,32,402.802239
-0.227084,32,402.981071
-0.068068,32,403.160288
-0.190283,32,403.339619
-0.031147,32,403.518887
-0.049237,32,403.697833
-0.065257,32,403.877022
-0.072484,32,404.056808
-0.15768,32,404.236758
-0.100712,32,404.416603
-0.032963,32,404.596741
-0.199483,32,404.777937
-0.052368,32,404.960536
-0.081828,32,405.14194
-0.091578,32,405.322263
-0.077936,32,405.503456
-0.074791,32,405.687118
-0.111512,32,405.868171
-0.094537,32,406.05015
-0.118417,32,406.230743
-0.18749,32,406.410386
-0.179178,32,406.588911
-0.089162,32,406.763066
-0.03656,32,406.934304
-0.169865,32,407.105343
-0.016961,32,407.285401
-0.007022,32,407.457535
-0.15389,32,407.631679
-0.04928,32,407.809379
-0.018084,32,407.988992
-0.106878,32,408.163966
-0.079307,32,408.338394
-0.061484,32,408.512837
-0.193766,32,408.6911
-0.080893,32,408.86547
-0.211266,32,409.037782
-0.114887,32,409.211837
-0.126559,32,409.392516
-0.082644,32,409.568941
-0.069218,32,409.750089
-0.189046,32,409.926353
-0.154316,32,410.102578
-0.1226,32,410.2791
-0.029156,32,410.453711
-0.050909,32,410.628271
-0.190148,32,410.804007
-0.158814,32,410.97864
-0.165769,32,411.151217
-0.123463,32,411.327791
-0.11696,32,411.505829
-0.199564,32,411.682695
-0.10757,32,411.858789
-0.067489,32,412.034846
-0.122137,32,412.21032
-0.144823,32,412.385109
-0.187104,32,412.570548
-0.101457,32,412.754323
-0.101898,32,414.346083
-0.133264,32,414.520964
-0.156731,32,414.694791
-0.124263,32,414.86749
-0.1046,32,415.04098
-0.225955,32,415.214197
-0.218,32,415.386991
-0.056103,32,415.560444
-0.097422,32,415.733191
-0.280804,32,415.906211
-0.156678,32,416.082323
-0.08806,32,416.260296
-0.028969,32,416.433929
-0.02935,32,416.607251
