#{"t_start": 1613222802.8017235}
r,l,t
1.4390116,32.0,6879.036329030991
1.4806638,32.0,6891.072954416275
1.4723227,32.0,6903.18092083931
1.4612957,32.0,6915.034586906433
1.481544,32.0,6926.865430116653
1.4657801,32.0,6938.853598117828
1.4933219,32.0,6950.574630737305
1.4705675,32.0,6962.705451250076
1.4055783,32.0,6974.635256290436
1.4257361,32.0,6986.709980964661
1.4498247,32.0,7001.249423503876
1.4771373,32.0,7015.820762395859
1.4109186,32.0,7030.446219205856
1.4557141,32.0,7042.393435239792
1.4712735,32.0,7054.303472995758
1.4818544,32.0,7066.181060791016
1.5021394,32.0,7078.06680727005
1.4552426,32.0,7090.057265043259
1.4419429,32.0,7102.090011835098
1.4659315,32.0,7113.9559779167175
1.494586,32.0,7125.700813293457
1.4436543,32.0,7137.11759185791
1.4460944,32.0,7148.935608386993
1.439446,32.0,7160.986248016357
1.4460449,32.0,7173.054038286209
1.4594084,32.0,7184.257794857025
1.4611205,32.0,7195.726064920425
1.4624152,32.0,7207.621381759644
1.4455837,32.0,7219.354204177856
1.4635828,32.0,7231.101086854935
1.4043376,32.0,7242.983912706375
1.4399513,32.0,7254.442209720612
1.4619957,32.0,7269.049304008484
1.4115038,32.0,7283.663475751877
1.3936181,32.0,7298.510542154312
1.4353671,32.0,7312.5765862464905
1.4245415,32.0,7326.7379677295685
1.4330821,32.0,7341.304311752319
1.4058987,32.0,7356.02611207962
1.438362,32.0,7370.619205951691
1.458532,32.0,7384.181941986084
1.4241631,32.0,7396.074553012848
1.4116902,32.0,7407.846961259842
1.43209,32.0,7419.687315225601
1.4330748,32.0,7431.542725563049
1.4244057,32.0,7443.480380773544
1.4100069,32.0,7455.372010469437
1.4382037,32.0,7467.412680864334
1.3704201,32.0,7479.471905946732
1.4524401,32.0,7491.459191799164
1.4477277,32.0,7503.359441280365
1.3940887,32.0,7515.306765556335
1.4540124,32.0,7526.70506811142
1.4285495,32.0,7537.908229351044
1.4189193,32.0,7549.680770397186
1.4816043,32.0,7561.452569484711
1.4492105,32.0,7573.33219575882
1.3921139,32.0,7585.2429831027985
1.4296838,32.0,7597.117844104767
1.4276434,32.0,7608.597517490387
1.4370575,32.0,7619.985384941101
1.4049428,32.0,7631.380617856979
1.4041408,32.0,7643.170696973801
1.4079654,32.0,7655.132170915604
1.4459429,32.0,7667.014905691147
1.3644999,32.0,7678.828906774521
1.4302078,32.0,7690.751309394836
